title,address,latitude,longitude,price,description,features,number_beds,number_baths,images,letting_agent_name,available_from
1 bed flat to rent,"West Bowling Green Street, Leith, Edinburgh EH6",,,£895 pcm,"Spacious, Modern flat with open plan lounge/dining/kitchen area, perfect for entertaining! This Modern kitchen has all essential white goods, washing machine, oven, electric hob dishwasher and F/Freezer. 1 Double bedrooms, family bathroom. Many more features and benefits! EPC rating: B. Landlord Registration Number: Edi . Letting Agent Registration Number: 2002011.,Deposit: £895","Furnished,No Smoking,No pets",1 bed,,"https://lid.zoocdn.com/u/480/360/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/768/576/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1024/768/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1080/810/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1200/900/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1600/1200/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/2400/1800/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p",Cairn Letting & Estate Agency,Available from 20 December 2021
2 bed flat to rent,"West Bowling Green Street, Leith, Edinburgh EH6",,,"£1,200 pcm","Spacious, Modern flat with open plan lounge/dining/kitchen area, perfect for entertaining! This Modern kitchen has all essential white goods, washing machine, oven, electric hob dishwasher and F/Freezer. 2 Double bedrooms, en-suite bathroom, family bathroom. Many more features and benefits! EPC rating: B. Landlord Registration Number: Edi . Letting Agent Registration Number: 2002011.,Deposit: £1,200","Furnished,Central Heating,Double Glazing,No Smoking,No pets,En-suite",2 beds,2 baths,"https://lid.zoocdn.com/u/480/360/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/768/576/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1024/768/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1080/810/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1200/900/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1600/1200/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/2400/1800/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p",Cairn Letting & Estate Agency,Available from 20 December 2021
2 bed flat to rent,"Brunswick Road, Edinburgh EH7",55.959503,-3.1717326,"£1,050 pcm","Ref: 1119L: Brunswick road,Spacious 2 bedroom flat located in a thriving development on Brunswick Road, just off Easter Road and very close to the City Centre. There are excellent transport links to the whole City and many local amenities on offer including shops, bars and restaurants within walking distance. Meadowbank Shopping Centre and a pool hall are also just moments away. This is a stunning property with on-site gym facilities and would be ideal for professionals or mature students.,The 2nd floor property is part of an attractive and sought after modern-build development and is available furnished, comprising:,~Bright, neutral lounge with laminate flooring and large corner window offering lots of natural light,~Modern, internal kitchen with white goods, small dining area and good storage,~Master double bedroom with laminate flooring, huge window and built-in wardrobes,~Second, single bedroom with laminate flooring,~Tiled bathroom with shower over bath,~Entrance hallway with great storage,~Resident underground parking,~On-site gym access,~Concierge service,~Lift access,~Gas heating,~Double glazing,~WiFi included,~Secure entry,~Sorry, no pets,~Council tax: Band D,~EPC rating: C,~Landlord registration: 468589/230/10511,~LARN1806025,Available: Now,Rent: £1,050pcm,Deposit: £1,050,Please note the photographs shown within this advertisement may have been taken whilst a tenancy was active in the property and as a result you should not rely only on these as an accurate representation of furnishings and items included in the agreement. A full list of which items are included in the property is available upon request from our office, based on a previous tenancy. A viewing is therefore required in order to ensure you have an accurate understanding and knowledge of the condition and contents of the property,Property Reference:,1119L edi br","Furnished,Fridge Freezer,Washing Machine,Private Parking,Shower,Smoke Detector,Double Glazing,Lift,No pets,2nd Floor,Balcony,Concierge,Gym,Public Transport Links,Secure Entry,EPC Rating - C,Council Tax Band - D,Bath",2 beds,1 bath,"https://lid.zoocdn.com/u/480/360/3917f2567c8d197e78ad1abee7ad0d0190cad1c0.jpg:p,https://lid.zoocdn.com/u/768/576/3917f2567c8d197e78ad1abee7ad0d0190cad1c0.jpg:p,https://lid.zoocdn.com/u/1024/768/3917f2567c8d197e78ad1abee7ad0d0190cad1c0.jpg:p,https://lid.zoocdn.com/u/1080/810/3917f2567c8d197e78ad1abee7ad0d0190cad1c0.jpg:p,https://lid.zoocdn.com/u/1200/900/3917f2567c8d197e78ad1abee7ad0d0190cad1c0.jpg:p,https://lid.zoocdn.com/u/1600/1200/3917f2567c8d197e78ad1abee7ad0d0190cad1c0.jpg:p,https://lid.zoocdn.com/u/2400/1800/3917f2567c8d197e78ad1abee7ad0d0190cad1c0.jpg:p",Southside Property Management,Available immediately
2 bed flat to rent,"2 Broughton Market, Edinburgh EH3",,,"£1,500 pcm","Property number 44411. Click the""Email Agent"" button, submit the form and we'll text & email you within minutes, day or night.,A stylish, city centre, modern, 2 bed apartment in a perfect location in a quiet street yet close to many shops, cafes, bars and restaurants in the vibrant Georgian New Town. A Private allocated parking space outside flat can be rented separately if required. The flat is on the 1st floor in a block of 6 apartments and is fully fitted to a high specification with modern appliances. The open plan kitchen/lounge/ dining area is light and airy, with large windows and Juliette balconies The kitchen contains a washer/dryer, dishwasher, induction hob, oven, large fridge/ freezer and microwave. The bathroom has a bath and rain shower above. Bedroom 1 has a double bed, and a very large fitted wardrobe. Bedroom 2 has a double bed and free standing wardrobe. The tram stop is 5 minutes walk away making easy access to the airport and the train station and bus stop are within easy walking distance. Available from 8th October, I months deposit required.,If you're interested in this property please ","Furnished,Perfect location,Quiet and central,Good wifi included,Dishwasher,Double glazed,Siemens appliances,May consider small pets at discretion",2 beds,1 bath,"https://lid.zoocdn.com/u/480/360/80865ea115591725737df366596bab361a0f16e1.jpg:p,https://lid.zoocdn.com/u/768/576/80865ea115591725737df366596bab361a0f16e1.jpg:p,https://lid.zoocdn.com/u/1024/768/80865ea115591725737df366596bab361a0f16e1.jpg:p,https://lid.zoocdn.com/u/1080/810/80865ea115591725737df366596bab361a0f16e1.jpg:p,https://lid.zoocdn.com/u/1200/900/80865ea115591725737df366596bab361a0f16e1.jpg:p,https://lid.zoocdn.com/u/1600/1200/80865ea115591725737df366596bab361a0f16e1.jpg:p,https://lid.zoocdn.com/u/2400/1800/80865ea115591725737df366596bab361a0f16e1.jpg:p",Visum,Available from 07 January 2022
1 bed flat to rent,"West Bowling Green Street, Leith, Edinburgh EH6",,,£850 pcm,"Spacious, Modern flat with open plan lounge/dining/kitchen area, perfect for entertaining! This Modern kitchen has all essential white goods, washing machine, oven, electric hob dishwasher and F/Freezer. 1 Double bedrooms, family bathroom. Many more features and benefits! EPC rating: B. Landlord Registration Number: Edi . Letting Agent Registration Number: 2002011.","Unfurnished,No Smoking,No pets",1 bed,,"https://lid.zoocdn.com/u/480/360/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/768/576/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1024/768/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1080/810/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1200/900/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1600/1200/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/2400/1800/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p",Cairn Letting & Estate Agency,Available from 20 December 2021
3 bed flat to rent,"West Bowling Green Street, Leith, Edinburgh EH6",,,"£1,395 pcm","Spacious, Modern flat with open plan lounge/dining/kitchen area, perfect for entertaining! This Modern kitchen has all essential white goods, washing machine, oven, electric hob dishwasher and F/Freezer. 3 Double bedrooms, en-suite bathroom, family bathroom. Many more features and benefits! EPC rating: B. Landlord Registration Number: Edi . Letting Agent Registration Number: 2002011.,Deposit: £1,395","Furnished,No Smoking,No pets",3 beds,,"https://lid.zoocdn.com/u/480/360/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/768/576/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1024/768/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1080/810/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1200/900/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1600/1200/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/2400/1800/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p",Cairn Letting & Estate Agency,Available from 20 December 2021
1 bed flat to rent,"Boyds Entry, Edinburgh EH1",,,£950 pcm,"Ref: 176T: Boyds entry,Extremely central, 1 bedroom flat located in a traditional tenement building on Boyd’s Entry, just off St Mary’s Street, in the heart of the Old Town. Situated between the Cowgate and the Royal Mile, the property is just a few minutes’ walk from the Pleasance, Princes Street, South Bridge and Waverley Train Station. There is an excellent range of amenities on offer including specialist shops, cafes, bars, restaurants and a wealth of iconic Edinburgh attractions within walking distance. Bus links serve well, with routes available from nearby to all across the City.,The ground floor property has good storage and is newly refurbished throughout. It is available furnished and comprises:,~Delightful, open-plan, lounge/kitchen area with laminate flooring and bright, neutral décor,~Modern kitchen benefits from tiled splashback, selection of appliances and breakfast bar,~Attractive double bedroom with laminate flooring and neutral décor,~Contemporary bathroom suite with electric shower over bath,~Entrance hallway providing access to all rooms,~Zone parking (via C.E.C),~Electric heating,~Secure entry,~Pets considered,~Total floor area = 38m²,~Council tax: Band C,~EPC rating: F,~Landlord registration: 1313143/230/22102,~LARN1806025,~Landlord will manage this property,Available: 5th January 2022,Rent: £950pcm,Deposit: £950,Please note the photographs shown within this advertisement may have been taken whilst a tenancy was active in the property and as a result you should not rely only on these as an accurate representation of furnishings and items included in the agreement. A full list of which items are included in the property is available upon request from our office, based on a previous tenancy. A viewing is therefore required in order to ensure you have an accurate understanding and knowledge of the condition and contents of the property.,Property Reference:,176T edi be","Furnished,Fridge Freezer,Washing Machine,Electric Heating,Shower,Laminate Flooring,Pet Friendly,Permit Parking Available,Ground Floor,Public Transport Links,Secure Entry,EPC Rating - F,Council Tax Band - C,Bath",1 bed,1 bath,"https://lid.zoocdn.com/u/480/360/1558ae9899506c896acb68756aeb2741d8c250c4.jpg:p,https://lid.zoocdn.com/u/768/576/1558ae9899506c896acb68756aeb2741d8c250c4.jpg:p,https://lid.zoocdn.com/u/1024/768/1558ae9899506c896acb68756aeb2741d8c250c4.jpg:p,https://lid.zoocdn.com/u/1080/810/1558ae9899506c896acb68756aeb2741d8c250c4.jpg:p,https://lid.zoocdn.com/u/1200/900/1558ae9899506c896acb68756aeb2741d8c250c4.jpg:p,https://lid.zoocdn.com/u/1600/1200/1558ae9899506c896acb68756aeb2741d8c250c4.jpg:p,https://lid.zoocdn.com/u/2400/1800/1558ae9899506c896acb68756aeb2741d8c250c4.jpg:p",Southside Property Management,Available from 05 January 2022
3 bed penthouse to rent,"Ocean Drive, Leith, Edinburgh EH6",55.9805919,-3.1775969,"£1,600 pcm","Brand new, high specification, fifth floor penthouse apartment located in the outstanding Cala Development in desirable Leith. The property benefits from gas central heating, double-glazed sound-reducing windows, and has been built to exacting standards throughout using only the best quality fixtures and fittings throughout. Close to excellent transport links and Ocean Terminal, along with a wealth of excellent restaurants and bars within walking distance, the stunning property boasts excellent views of the city centre skyline. The high-end development offers residents parking and a beautifully landscaped, shared, communal garden. The property comprises of;,-Entrance hall,-Large open plan lounge/kitchen/diner,-Master bedroom with en-suite,-Second double bedroom,-Study/third bedroom,-Family bathroom,-Excellent storage throughout,-Generous terrace,-The letting agreement for this property is a Private Residential Tenancy Agreement-,Council Tax Band: Pending. EPC rating: B. Landlord Registration Number: 162385/230/18170. Letting Agent Registration Number: 1904066.,Deposit: £2,000","Unfurnished,Private Parking,Shower,Double Glazing,No Smoking,En-suite,Terrace",3 beds,2 baths,"https://lid.zoocdn.com/u/480/360/64ba5bbee7d78a43173405b00fdf56e6f47eb853.jpg:p,https://lid.zoocdn.com/u/768/576/64ba5bbee7d78a43173405b00fdf56e6f47eb853.jpg:p,https://lid.zoocdn.com/u/1024/768/64ba5bbee7d78a43173405b00fdf56e6f47eb853.jpg:p,https://lid.zoocdn.com/u/1080/810/64ba5bbee7d78a43173405b00fdf56e6f47eb853.jpg:p,https://lid.zoocdn.com/u/1200/900/64ba5bbee7d78a43173405b00fdf56e6f47eb853.jpg:p,https://lid.zoocdn.com/u/1600/1200/64ba5bbee7d78a43173405b00fdf56e6f47eb853.jpg:p,https://lid.zoocdn.com/u/2400/1800/64ba5bbee7d78a43173405b00fdf56e6f47eb853.jpg:p",Belvoir Edinburgh,Available from 17 December 2021
1 bed flat to rent,"West Bowling Green Street, Leith, Edinburgh EH6",,,£895 pcm,"Spacious, Modern flat with open plan lounge/dining/kitchen area, perfect for entertaining! This Modern kitchen has all essential white goods, washing machine, oven, electric hob dishwasher and F/Freezer. 1 Double bedrooms, family bathroom. Many more features and benefits! EPC rating: B. Landlord Registration Number: Edi . Letting Agent Registration Number: 2002011.,Deposit: £895","Furnished,No Smoking,No pets",1 bed,,"https://lid.zoocdn.com/u/480/360/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/768/576/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1024/768/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1080/810/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1200/900/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/1600/1200/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p,https://lid.zoocdn.com/u/2400/1800/c7316ecbbe17ea9fff949657db5d7708f66bacea.jpg:p",Cairn Letting & Estate Agency,Available from 20 December 2021
2 bed flat to rent,"Grange Loan, Edinburgh EH9",55.9308388,-3.1901371,"£1,200 pcm","Top floor fully furnished two double bedroom flat in excellent location for access to Edinburgh University, Newington and City Centre.,Bright and spacious fully furnished two bedroom flat located in the popular Grange area of the City.,This quiet flat comprises an entrance hall, one large double bedroom and one single bedroom, a shower-room with enclosed cubicle, a very large well fitted & equipped kitchen with a dining area, a spacious living room with a fireplace and good storage throughout.,This property also benefits from gas central heating, double glazing, fridge . Small counter top freezer, washing machine, compact dishwasher, cooker with ceramic hob, secure entry phone. Permit parking in zone S2 (There is out of zone free parking on South Lauder Road, 600 meters away from the flat). Ideal flat share for students.,Landlord Registration Number: 310314/230/05511,EPC: D,Deposit: £1,300","Furnished,Shower",2 beds,,"https://lid.zoocdn.com/u/480/360/92b08e23b9d51d11f2629004d2a6559023510f88.jpg:p,https://lid.zoocdn.com/u/768/576/92b08e23b9d51d11f2629004d2a6559023510f88.jpg:p,https://lid.zoocdn.com/u/1024/768/92b08e23b9d51d11f2629004d2a6559023510f88.jpg:p,https://lid.zoocdn.com/u/1080/810/92b08e23b9d51d11f2629004d2a6559023510f88.jpg:p,https://lid.zoocdn.com/u/1200/900/92b08e23b9d51d11f2629004d2a6559023510f88.jpg:p,https://lid.zoocdn.com/u/1600/1200/92b08e23b9d51d11f2629004d2a6559023510f88.jpg:p,https://lid.zoocdn.com/u/2400/1800/92b08e23b9d51d11f2629004d2a6559023510f88.jpg:p",Rentlocally Head Office,Available from 21 January 2022
3 bed flat to rent,"Fettes Row, New Town, Edinburgh EH3",,,"£2,200 pcm","Located in the highly sought-after residential area of the New Town; this superb 3-bedroom second floor flat forms part of a handsome refurbished building. The property lies within close walking distance of a variety of local amenities and all the attractions of the City Centre. The impressive interior is bright and generously proportioned and beautifully presented throughout. The stylish accommodation is complemented by quality fixtures and fittings and retains charming period features such as decorative cornicing, working shutters, stripped and varnished floorboards, flagstone flooring and an attractive fireplace in the sitting room. There is also a cellar at basement level included in the let. The property further benefits from gas central heating and readily available permit parking. The New Town is a unesco World Heritage Site in the heart of Edinburgh. A cosmopolitan range of shops, bars and restaurants are within easy reach in the City Centre include Harvey Nichols, Multrees Walk and the new Edinburgh St James Quarter which is due to open later in 2021. The popular area of Stockbridge is within a short walk and offers a range of speciality shops, deli's, bistros and popular bars. For larger shopping facilities, there is a Tesco at Canonmills and a Waitrose in Comely Bank. The green spaces of The Royal Botanic Gardens, Inverleith Park and the Water of Leith Walkway are all nearby. Waverley Rail Station and St. Andrew Square Bus Station are easily accessible as is the tram network which runs through the city centre to the airport. Residents can also apply for access to Queen Street Gardens for a modest yearly fee. This property is ideally suited to a family or sharing professionals and viewing is highly recommended to fully appreciate the quality of accommodation on offer. EPC rating: B. Landlord Registration Number: Pending. Letting Agent Registration Number: 1909032.,Deposit: £3,300","Furnished,Shower,No Smoking,No pets,Secure Entry",3 beds,,"https://lid.zoocdn.com/u/480/360/40ebe463677f42c52478f4900519417fa2ccb167.jpg:p,https://lid.zoocdn.com/u/768/576/40ebe463677f42c52478f4900519417fa2ccb167.jpg:p,https://lid.zoocdn.com/u/1024/768/40ebe463677f42c52478f4900519417fa2ccb167.jpg:p,https://lid.zoocdn.com/u/1080/810/40ebe463677f42c52478f4900519417fa2ccb167.jpg:p,https://lid.zoocdn.com/u/1200/900/40ebe463677f42c52478f4900519417fa2ccb167.jpg:p,https://lid.zoocdn.com/u/1600/1200/40ebe463677f42c52478f4900519417fa2ccb167.jpg:p,https://lid.zoocdn.com/u/2400/1800/40ebe463677f42c52478f4900519417fa2ccb167.jpg:p",Tay Letting East Ltd,Available from 20 December 2021
2 bed flat to rent,"Cables Wynd, Leith, Edinburgh EH6",,,"£1,050 pcm","**Available 5 January**,Bright and spacious two double bedroom flat located a stones throw away from The Shore, Leith.,The property is located on the first floor of a modern block and is comprised of two double bedrooms, one of which has an ensuite shower room, a main bathroom with shower over bath and a large corner aspect living/dining/kitchen.,The property benefits from gas central heating, double glazing, a lift, secure under ground parking and access to a communal paved garden area.,Council Tax Band - E,No smoking.,No pets.,If things go wrong when you’re renting a property, you need to know you’ll be looked after. At Clan Gordon, our landlords are fully vetted and commit to providing quality, safe and well-maintained accommodation for their tenants. Because we believe you deserve to feel happy and safe in your home. Interested in this property? Complete the form and submit your enquiry today.,EPC rating: C. Landlord Registration Number: 983546/230/18011. Letting Agent Registration Number: LARN1806018.,Deposit: £1,250","Furnished,Central Heating,Garage,Shower,Double Glazing,No Smoking,No pets",2 beds,,"https://lid.zoocdn.com/u/480/360/129f7f899ea4ea5dbcc60309bdb6957d35c5b904.jpg:p,https://lid.zoocdn.com/u/768/576/129f7f899ea4ea5dbcc60309bdb6957d35c5b904.jpg:p,https://lid.zoocdn.com/u/1024/768/129f7f899ea4ea5dbcc60309bdb6957d35c5b904.jpg:p,https://lid.zoocdn.com/u/1080/810/129f7f899ea4ea5dbcc60309bdb6957d35c5b904.jpg:p,https://lid.zoocdn.com/u/1200/900/129f7f899ea4ea5dbcc60309bdb6957d35c5b904.jpg:p,https://lid.zoocdn.com/u/1600/1200/129f7f899ea4ea5dbcc60309bdb6957d35c5b904.jpg:p,https://lid.zoocdn.com/u/2400/1800/129f7f899ea4ea5dbcc60309bdb6957d35c5b904.jpg:p",Clan Gordon Ltd,Available from 05 January 2022
3 bed flat to rent,"Lynedoch Place, West End, Edinburgh EH3",,,"£1,800 pcm","A beautifully presented town house over three floors. The rarely-available property is tastefully decorated to a good standard and benefits from gas central heating. The accommodation comprises of;,-Ground floor entrance with access to impressive staircase leading to first floor,-Fully fitted kitchen,-Dining room,-Exceptional drawing room with stunning views of Dean Bridge. --WC,-Master double bedroom,-Second double/flexible second sitting room,-Study,-Luxury bathroom. There are two storage rooms (one on each floor).,-The letting agreement for this property is a Private Residential Tenancy Agreement-,Council Tax Band: G.,*Please note this property does not hold an HMO Licence* EPC rating: D. Landlord Registration Number: 102816/230/09040. Letting Agent Registration Number: 1904066.,Deposit: £2,300","Furnished,Central Heating,No Smoking",3 beds,2 baths,"https://lid.zoocdn.com/u/480/360/369c79709cea18e5d21147220e3cc5b7c74a9fa5.jpg:p,https://lid.zoocdn.com/u/768/576/369c79709cea18e5d21147220e3cc5b7c74a9fa5.jpg:p,https://lid.zoocdn.com/u/1024/768/369c79709cea18e5d21147220e3cc5b7c74a9fa5.jpg:p,https://lid.zoocdn.com/u/1080/810/369c79709cea18e5d21147220e3cc5b7c74a9fa5.jpg:p,https://lid.zoocdn.com/u/1200/900/369c79709cea18e5d21147220e3cc5b7c74a9fa5.jpg:p,https://lid.zoocdn.com/u/1600/1200/369c79709cea18e5d21147220e3cc5b7c74a9fa5.jpg:p,https://lid.zoocdn.com/u/2400/1800/369c79709cea18e5d21147220e3cc5b7c74a9fa5.jpg:p",Belvoir Edinburgh,Available from 01 February 2022
2 bed flat to rent,"Pilrig Heights, Pilrig, Edinburgh EH6",,,"£1,100 pcm","**Available 20th of December**,A good sized furnished property situated on the 6th floor with stunning views overlooking Edinburgh, this property comprises of; bright living/dining room with views up to Edinburgh Castle, master bedroom with small balcony with views looking up to Edinburgh Castle also and en-suite bathroom with walk-in shower, a contemporary kitchen with integrated appliances including new dishwasher, second double bedroom and family bathroom with shower over bath.,The property further benefits from additional storage space off the hall, electric central heating, lift access, has access to the on site private gym and private garage for 1 car.,Deposit: £1300. No Pets. No smoking in or near property. Council Tax Band: E.,If things go wrong when you’re renting a property, you need to know you’ll be looked after. At Clan Gordon, our landlords are fully vetted and commit to providing quality, safe and well-maintained accommodation for their tenants. Because we believe you deserve to feel happy and safe in your home. Interested in this property? Complete the form and submit your enquiry today. EPC rating: B. Landlord Registration Number: 462007/230/13061. Letting Agent Registration Number: LARN1806018.","Furnished,Dishwasher,Shower,Double Glazing,No Smoking,No pets,En-suite",2 beds,2 baths,"https://lid.zoocdn.com/u/480/360/be2e8d37755b02f3d57f238b3359e8d57a6f0974.jpg:p,https://lid.zoocdn.com/u/768/576/be2e8d37755b02f3d57f238b3359e8d57a6f0974.jpg:p,https://lid.zoocdn.com/u/1024/768/be2e8d37755b02f3d57f238b3359e8d57a6f0974.jpg:p,https://lid.zoocdn.com/u/1080/810/be2e8d37755b02f3d57f238b3359e8d57a6f0974.jpg:p,https://lid.zoocdn.com/u/1200/900/be2e8d37755b02f3d57f238b3359e8d57a6f0974.jpg:p,https://lid.zoocdn.com/u/1600/1200/be2e8d37755b02f3d57f238b3359e8d57a6f0974.jpg:p,https://lid.zoocdn.com/u/2400/1800/be2e8d37755b02f3d57f238b3359e8d57a6f0974.jpg:p",Clan Gordon Ltd,Available from 20 December 2021
2 bed flat to rent,"Hillend Place, Edinburgh EH8",,,£850 pcm,"King Sisters Lettings are proud to bring to the market this traditional first floor flat situated in the sought after area of Meadowbank. The property consists of, entry hall, two double bedrooms, both enjoying tasteful dcor, the larger bedroom benefits from a south-facing aspect. Bathroom comprises a bathtub and high-pressure shower. Galley kitchen with all appliances; oven, fridge and washing machine included. Large built-in storage cupboard in entrance hall.,Flat includes a south-facing shared garden and drying green. Internal washing pully newly installed.,Restricted on street parking is available, however further unrestricted, on-street parking is available in the vicinity.,Letting Information:,Date Available 17th January 2022,Furnishings Fully Furnished,Deposit - 850,Rent - 850 In advance,Letting Type - Long Term,Council Tax Band - B,EPC Rating - C,Landlord Registration 1515959/230/10122,Letting Agency registration number LARN1902078,Key Features:,Gas Central Heating,Combi Boiler,Shower over bath,Washing Machine,Fridge freezer,Oven/Hob,Wood flooring,Gas Fire,On Street Parking,Communal Garden,No Smokers,Pets considered,The property is situated in the centrally located area of Meadowbank, only a 15 minute walk to the city centre. There are excellent local amenities with Meadowbank retail park just a short distance offering a range of retail shops and a Sainsbury’s supermarket. EPC rating: C. Landlord Registration Number: 1515959/230/10122. Letting Agent Registration Number: 1902078.","Furnished,Central Heating,Shower,Double Glazing,No Smoking,On Street Parking",2 beds,1 bath,"https://lid.zoocdn.com/u/480/360/1a5b099c26c14b74bbc6e350aa35ff77243b6af0.jpg:p,https://lid.zoocdn.com/u/768/576/1a5b099c26c14b74bbc6e350aa35ff77243b6af0.jpg:p,https://lid.zoocdn.com/u/1024/768/1a5b099c26c14b74bbc6e350aa35ff77243b6af0.jpg:p,https://lid.zoocdn.com/u/1080/810/1a5b099c26c14b74bbc6e350aa35ff77243b6af0.jpg:p,https://lid.zoocdn.com/u/1200/900/1a5b099c26c14b74bbc6e350aa35ff77243b6af0.jpg:p,https://lid.zoocdn.com/u/1600/1200/1a5b099c26c14b74bbc6e350aa35ff77243b6af0.jpg:p,https://lid.zoocdn.com/u/2400/1800/1a5b099c26c14b74bbc6e350aa35ff77243b6af0.jpg:p",King Sisters Lettings,Available from 17 January 2022
